metadata_row,complex_name,compound_group,smiles,experimental_pKD,covalent,fragment_screen,pb_valid_prepared,pb_valid_ref,suspected_artefact,sucos_shape,pocket_qcov,sucos_shape_pocket_qcov,complex_directory,complex_ref_pdb_path,complex_ref_pdb_exists,complex_ref_pdb_bytes,complex_ref_pdb_sha256,prepared_protein_pdb_path,prepared_protein_pdb_exists,prepared_protein_pdb_bytes,prepared_protein_pdb_sha256,ligand_ref_sdf_path,ligand_ref_sdf_exists,ligand_ref_sdf_bytes,ligand_ref_sdf_sha256,ligand_prepared_sdf_path,ligand_prepared_sdf_exists,ligand_prepared_sdf_bytes,ligand_prepared_sdf_sha256,complex_ref_pdb_coordinate_records,complex_ref_pdb_atom_records,complex_ref_pdb_hetatm_records,complex_ref_pdb_ligand_records,prepared_protein_pdb_coordinate_records,prepared_protein_pdb_atom_records,prepared_protein_pdb_hetatm_records,prepared_protein_pdb_ligand_records,ligand_ref_sdf_parse_ok,ligand_ref_sdf_molecule_count,ligand_ref_sdf_atom_count,ligand_ref_sdf_heavy_atom_count,ligand_ref_sdf_formal_charge,ligand_ref_sdf_elements,ligand_prepared_sdf_parse_ok,ligand_prepared_sdf_molecule_count,ligand_prepared_sdf_atom_count,ligand_prepared_sdf_heavy_atom_count,ligand_prepared_sdf_formal_charge,ligand_prepared_sdf_elements
24,A71EV2A-x0354a,x0354a,C[C@]1(NC(=O)C2CC2)CCS(=O)(=O)C1,,False,True,True,True,False,63.3071,25,15.8268,structures/x0354a/A71EV2A-x0354a,structures/x0354a/A71EV2A-x0354a/A71EV2A-x0354a_complex_ref.pdb,True,98423,63fc19e7bf835d2f9612b44e671e05fa40c311750427a513d4a8b18c0da98089,structures/x0354a/A71EV2A-x0354a/A71EV2A-x0354a_prepared.pdb,True,171224,dff7361e3bd5fbfc5f3044c75caa4e6a8e47db10fd5f567f3567c0aeea9500f6,structures/x0354a/A71EV2A-x0354a/A71EV2A-x0354a_ligand_ref.sdf,True,1304,7d6ea65822d7699fc30c0a4d74a2818e65d7e223c58be3cd7be2c22551320f0d,structures/x0354a/A71EV2A-x0354a/A71EV2A-x0354a_ligand_prepared.sdf,True,2549,2ee976557dd1b7a85eda30681ce187b939d72c61ed70ecba4cab26ff7dc36565,1141,1097,44,14,2112,2112,,,True,1,14,14,0,C:9;N:1;O:3;S:1,True,1,29,14,0,C:9;H:15;N:1;O:3;S:1
25,A71EV2A-x0359a,x0359a,CN(C)Cc1ccc(C#N)cc1,,False,True,True,True,False,48.3711,71.4286,34.5508,structures/x0359a/A71EV2A-x0359a,structures/x0359a/A71EV2A-x0359a/A71EV2A-x0359a_complex_ref.pdb,True,101979,ea6a2de4f1ff2b623f0fdeda263615198b60cb2ac3ae3037ba37cf878a0b4f68,structures/x0359a/A71EV2A-x0359a/A71EV2A-x0359a_prepared.pdb,True,171224,3de3aa6f0fc189d2fe1774c42e12f4540b2cea6c5c5b7fd6072d6f5bdfc25495,structures/x0359a/A71EV2A-x0359a/A71EV2A-x0359a_ligand_ref.sdf,True,1125,e1b81e4159c61498d0e59c5e8223d00639423a77bcaebf35a8911abd15af0c54,structures/x0359a/A71EV2A-x0359a/A71EV2A-x0359a_ligand_prepared.sdf,True,2222,ebfe34036b73d3c8839418018a006afcb6e0c5cb0da4a55db4962c70f61a73e1,1143,1103,40,12,2112,2112,,,True,1,12,12,0,C:10;N:2,True,1,25,12,1,C:10;H:13;N:2
26,A71EV2A-x0365a,x0365a,Cn1ccc(NCc2ccccc2)n1,,False,True,True,True,False,50.0432,86.6667,43.3708,structures/x0365a/A71EV2A-x0365a,structures/x0365a/A71EV2A-x0365a/A71EV2A-x0365a_complex_ref.pdb,True,95189,9a7bbe6722e6e601a8e521eece40401c0a562e32b751b9b29ccc0f6a2caf2f9c,structures/x0365a/A71EV2A-x0365a/A71EV2A-x0365a_prepared.pdb,True,170009,82809f0febb5fb87213ab1a6cb78b1436a5678fa0976ecbf263ef5254b5218d6,structures/x0365a/A71EV2A-x0365a/A71EV2A-x0365a_ligand_ref.sdf,True,1304,703116ae06f82944716e4d46cd95556a0645643bbbb6eeec5c3399d6a37d9f39,structures/x0365a/A71EV2A-x0365a/A71EV2A-x0365a_ligand_prepared.sdf,True,2383,38be0d42a5d19378bb9b42e0f6c38289b2c0b801c15619b5f958a99eba16d776,1105,1080,25,14,2097,2097,,,True,1,14,14,0,C:11;N:3,True,1,27,14,0,C:11;H:13;N:3
27,A71EV2A-x0375c,x0375a_x0375b_x0375c,COc1ccccc1NC(N)=S,,False,True,True,True,True,51.1565,20,10.2313,structures/x0375a_x0375b_x0375c/A71EV2A-x0375c,structures/x0375a_x0375b_x0375c/A71EV2A-x0375c/A71EV2A-x0375c_complex_ref.pdb,True,97214,d322606b6d097cd63738be8aa3ad947b1767bb116f127fbbc666f490ac8e1f36,structures/x0375a_x0375b_x0375c/A71EV2A-x0375c/A71EV2A-x0375c_prepared.pdb,True,171224,01f763a58b6bc4a897f4be341a3ad45609b986310a9f9994022fac51288a3326,structures/x0375a_x0375b_x0375c/A71EV2A-x0375c/A71EV2A-x0375c_ligand_ref.sdf,True,1125,ddcf20eaf9f378b8d7c25570fc3a9036458d5e5339c6f5ed3fea17e8fc30f1b4,structures/x0375a_x0375b_x0375c/A71EV2A-x0375c/A71EV2A-x0375c_ligand_prepared.sdf,True,1955,169d1faa127a94e3434ea56ec68dcbecc37542f8e393ad58b73e29bbd1af9a58,1129,1097,32,12,2112,2112,,,True,1,12,12,0,C:8;N:2;O:1;S:1,True,1,22,12,0,C:8;H:10;N:2;O:1;S:1
28,A71EV2A-x0375a,x0375a_x0375b_x0375c,COc1ccccc1NC(N)=S,,False,True,True,True,False,44.5676,63.6364,28.3612,structures/x0375a_x0375b_x0375c/A71EV2A-x0375a,structures/x0375a_x0375b_x0375c/A71EV2A-x0375a/A71EV2A-x0375a_complex_ref.pdb,True,97052,04c718514d05c03d17238fc7b59a552fabcb401098f4f1b49e96fac11c2590d4,structures/x0375a_x0375b_x0375c/A71EV2A-x0375a/A71EV2A-x0375a_prepared.pdb,True,171224,2d1e8cc1df7dfc637d1ab789bde7af98d7fc23bd0f7d50ac08f615eee170b963,structures/x0375a_x0375b_x0375c/A71EV2A-x0375a/A71EV2A-x0375a_ligand_ref.sdf,True,1125,85b7346b46f1eddcb03158a8eb833a5cc713df6b00f67f533565446fa1b0319d,structures/x0375a_x0375b_x0375c/A71EV2A-x0375a/A71EV2A-x0375a_ligand_prepared.sdf,True,1955,5b40a77f6208b06e0d2b0820e9d3d44989c467ff32f95eeb8d4bf388e3bd252c,1127,1097,30,12,2112,2112,,,True,1,12,12,0,C:8;N:2;O:1;S:1,True,1,22,12,0,C:8;H:10;N:2;O:1;S:1
29,A71EV2A-x0375b,x0375a_x0375b_x0375c,COc1ccccc1NC(N)=S,,False,True,True,True,False,50.2799,94.7368,47.6336,structures/x0375a_x0375b_x0375c/A71EV2A-x0375b,structures/x0375a_x0375b_x0375c/A71EV2A-x0375b/A71EV2A-x0375b_complex_ref.pdb,True,97214,dd91bcb16b7d73ae1b6609dad95dfaf1f2bb50e560cdc2568732cc0ac39cb316,structures/x0375a_x0375b_x0375c/A71EV2A-x0375b/A71EV2A-x0375b_prepared.pdb,True,171224,006bf1cb409f77808517b8fc38667166dfd7a48bffa7f2f0ddabb927f829388b,structures/x0375a_x0375b_x0375c/A71EV2A-x0375b/A71EV2A-x0375b_ligand_ref.sdf,True,1125,129c6083cd6508c715e8e9b8635a2a431b63f3b27d0bc10563ef59987f76f1bf,structures/x0375a_x0375b_x0375c/A71EV2A-x0375b/A71EV2A-x0375b_ligand_prepared.sdf,True,1955,fd243e95c49fb0d07fcb8d65f0980f8876067690c87ff2e0f83d9243ed915fb2,1129,1097,32,12,2112,2112,,,True,1,12,12,0,C:8;N:2;O:1;S:1,True,1,22,12,0,C:8;H:10;N:2;O:1;S:1
30,A71EV2A-x0395a,x0395a_x0395b,CC(CO)(CO)NC(=O)Nc1ccccc1,,False,True,True,True,True,53.1905,33.3333,17.7302,structures/x0395a_x0395b/A71EV2A-x0395a,structures/x0395a_x0395b/A71EV2A-x0395a/A71EV2A-x0395a_complex_ref.pdb,True,99152,aae5191a9a17c0f1ec744994f3c4b1a92325901cfbd5cd66ae8cdd0d127a82c6,structures/x0395a_x0395b/A71EV2A-x0395a/A71EV2A-x0395a_prepared.pdb,True,171224,9594de1f7bc72a8f5ae9c6b792f76230de4f6b00384ab8c44ef00822cb3ca2bb,structures/x0395a_x0395b/A71EV2A-x0395a/A71EV2A-x0395a_ligand_ref.sdf,True,1457,5a04ba3ebfff84f362d6d4c6abeba2161d406945f5ccc5eba3ff57db9da10124,structures/x0395a_x0395b/A71EV2A-x0395a/A71EV2A-x0395a_ligand_prepared.sdf,True,2785,d8291479e0a5df6087c9ef293f10e9a40caff83f16aabdfc71d575505d8c2e1c,1153,1115,38,16,2112,2112,,,True,1,16,16,0,C:11;N:2;O:3,True,1,32,16,0,C:11;H:16;N:2;O:3
31,A71EV2A-x0395b,x0395a_x0395b,CC(CO)(CO)NC(=O)Nc1ccccc1,,False,True,True,True,True,56.9099,12.5,7.1137,structures/x0395a_x0395b/A71EV2A-x0395b,structures/x0395a_x0395b/A71EV2A-x0395b/A71EV2A-x0395b_complex_ref.pdb,True,98990,1f877ac1934c27eac437709fe24393637880475ee5af51b830d52affad831a85,structures/x0395a_x0395b/A71EV2A-x0395b/A71EV2A-x0395b_prepared.pdb,True,171224,7c56566a7a3aad1d89203bcf7df3138e8db05d56753523e0d13b77e5bd061c3d,structures/x0395a_x0395b/A71EV2A-x0395b/A71EV2A-x0395b_ligand_ref.sdf,True,1457,f52d9e3fa6ad1383a640c7f0e9e95d09bb38367f0d42a522fbdbc58a274486c9,structures/x0395a_x0395b/A71EV2A-x0395b/A71EV2A-x0395b_ligand_prepared.sdf,True,2785,2cd05802fb82338c653669c5a590bc83bdc23805ad3853f40f9c25847378adfa,1151,1115,36,16,2112,2112,,,True,1,16,16,0,C:11;N:2;O:3,True,1,32,16,0,C:11;H:16;N:2;O:3
32,A71EV2A-x0396a,x0396a,COCc1nnc(N)s1,,False,True,True,True,True,67.1363,33.3333,22.3788,structures/x0396a/A71EV2A-x0396a,structures/x0396a/A71EV2A-x0396a/A71EV2A-x0396a_complex_ref.pdb,True,98423,3bbf3270f0fe80638fadb7e132b431ac846086505dad1bd679dfc2136a824b6b,structures/x0396a/A71EV2A-x0396a/A71EV2A-x0396a_prepared.pdb,True,171224,e10abcc7b05768f65dfb014c11fddbf48a8744328b9fc4c6bd79ef7c6487052c,structures/x0396a/A71EV2A-x0396a/A71EV2A-x0396a_ligand_ref.sdf,True,876,5ba7afe5b18074ec6c314d333418efc66f7a9163c78c26db68d6ab0bdbdadd49,structures/x0396a/A71EV2A-x0396a/A71EV2A-x0396a_ligand_prepared.sdf,True,1457,bf65fde0426de155075fce3ea3f632afc1c181dbe1cf4a9ceb527000a28e1a81,1142,1103,39,9,2112,2112,,,True,1,9,9,0,C:4;N:3;O:1;S:1,True,1,16,9,0,C:4;H:7;N:3;O:1;S:1
33,A71EV2A-x0412a,x0412a,CCn1c(NC(C)=O)nc2ccccc21,,False,True,True,True,True,48.573,20,9.7146,structures/x0412a/A71EV2A-x0412a,structures/x0412a/A71EV2A-x0412a/A71EV2A-x0412a_complex_ref.pdb,True,99233,e11b3419f5ad1e01be320c5fb2311facfcd75c38cd42665c8c7608f56bc9be99,structures/x0412a/A71EV2A-x0412a/A71EV2A-x0412a_prepared.pdb,True,171224,c815f23a54e03f7153097c8a05f50283bf5ec8f5cf3bcaa77f31a33fcf29b09a,structures/x0412a/A71EV2A-x0412a/A71EV2A-x0412a_ligand_ref.sdf,True,1387,351b4d316c280267be2e754e23d72e02f907418300cd426ea4af6a8bc0565796,structures/x0412a/A71EV2A-x0412a/A71EV2A-x0412a_ligand_prepared.sdf,True,2466,5159136aaaf8458c91b7648d275bf49b32a145b7ca73c47e077d4baf6127d805,1152,1097,55,15,2112,2112,,,True,1,15,15,0,C:11;N:3;O:1,True,1,28,15,0,C:11;H:13;N:3;O:1
34,A71EV2A-x0416a,x0416a,Cc1ccc(NC(=O)[C@@H]2CCCO2)nc1,,False,True,True,True,False,52.2904,94.7368,49.5383,structures/x0416a/A71EV2A-x0416a,structures/x0416a/A71EV2A-x0416a/A71EV2A-x0416a_complex_ref.pdb,True,97856,04a5b91f13f8e6ef897c8a51dad2a9b3afadb8db1b53edf008c0f7c3397cca29,structures/x0416a/A71EV2A-x0416a/A71EV2A-x0416a_prepared.pdb,True,171224,6287814c5c43844ee1d85c326d8f6df53ac81c957e3dcd9bf74ff096ebc30aa6,structures/x0416a/A71EV2A-x0416a/A71EV2A-x0416a_ligand_ref.sdf,True,1387,59dfddc35d868195ea73816d5da863d837d9a502fc863be3be0640bc487f08b0,structures/x0416a/A71EV2A-x0416a/A71EV2A-x0416a_ligand_prepared.sdf,True,2549,9f36d9768238dc2cb0ffe388c04503b546a9e4293054c5aa088e4903f3513e44,1136,1097,39,15,2112,2112,,,True,1,15,15,0,C:11;N:2;O:2,True,1,29,15,0,C:11;H:14;N:2;O:2
35,A71EV2A-x0428a,x0428a_x2448a_x2448b,CN(C)S(=O)(=O)c1cccnc1,,False,True,True,True,False,55.5967,12.5,6.9496,structures/x0428a_x2448a_x2448b/A71EV2A-x0428a,structures/x0428a_x2448a_x2448b/A71EV2A-x0428a/A71EV2A-x0428a_complex_ref.pdb,True,98504,a07169037dab63ddac41200b8f1b70c88b4939615b97ed8e3ed2d9180d5b15ff,structures/x0428a_x2448a_x2448b/A71EV2A-x0428a/A71EV2A-x0428a_prepared.pdb,True,171224,24a551cabdc15b2a729064b1a0b851ebecc30a07faad3db9a90b79c55379a614,structures/x0428a_x2448a_x2448b/A71EV2A-x0428a/A71EV2A-x0428a_ligand_ref.sdf,True,1125,2257ef66309bda4926897bf13d696f0636df9d9ccc132034d41a5e1a4d116a45,structures/x0428a_x2448a_x2448b/A71EV2A-x0428a/A71EV2A-x0428a_ligand_prepared.sdf,True,1955,7def216850a06855cd5e8a0b2fc538c441b6675153bdaf866f86a1b1ec72ccb6,1142,1097,45,12,2112,2112,,,True,1,12,12,0,C:7;N:2;O:2;S:1,True,1,22,12,0,C:7;H:10;N:2;O:2;S:1
36,A71EV2A-x0432a,x0432a_x0900a,Nc1ccc(-c2ncno2)cc1,,False,True,True,True,True,62.6987,11.1111,6.9665,structures/x0432a_x0900a/A71EV2A-x0432a,structures/x0432a_x0900a/A71EV2A-x0432a/A71EV2A-x0432a_complex_ref.pdb,True,98753,bd03469944a87b01e8d7d1691ded9000a5473180eaf6d248e32f67e50da68130,structures/x0432a_x0900a/A71EV2A-x0432a/A71EV2A-x0432a_prepared.pdb,True,171224,fb4594e4f6b67ed28d938057c030e8f723df8d915f63985c27629127cbc70852,structures/x0432a_x0900a/A71EV2A-x0432a/A71EV2A-x0432a_ligand_ref.sdf,True,1138,700ba3294ccf4e762831ff9d40da98547db7b1260ac8327d1d54212c08ddee31,structures/x0432a_x0900a/A71EV2A-x0432a/A71EV2A-x0432a_ligand_prepared.sdf,True,1719,080aa949d48aa8f49d5abce2729f2987711c6f5e0932f0cc17537f7ae2ed65c5,1145,1101,44,12,2112,2112,,,True,1,12,12,0,C:8;N:3;O:1,True,1,19,12,0,C:8;H:7;N:3;O:1
37,A71EV2A-x0437a,x0437a,CCNc1ccc(C)nn1,,False,True,True,True,False,52.825,87.5,46.2219,structures/x0437a/A71EV2A-x0437a,structures/x0437a/A71EV2A-x0437a/A71EV2A-x0437a_complex_ref.pdb,True,185099,7299044faa974f2468c49717a759a9da4e4ac1b2ad4428dcacc7ae19b4643756,structures/x0437a/A71EV2A-x0437a/A71EV2A-x0437a_prepared.pdb,True,170009,0b87a1798d3482180fb25c17cbf462def0e5fa60a66005bb06df49961fcf41a3,structures/x0437a/A71EV2A-x0437a/A71EV2A-x0437a_ligand_ref.sdf,True,959,c1355275b2ed195f97c14ced6d514d594e11ba0e6e6c19b0b826f6058cf93c9d,structures/x0437a/A71EV2A-x0437a/A71EV2A-x0437a_ligand_prepared.sdf,True,1872,b0131a66c4c7535e4eb40c1c71c7769a7ad24f903e64ecdebc845f7a364f852b,2212,2175,37,10,2097,2097,,,True,1,10,10,0,C:7;N:3,True,1,21,10,0,C:7;H:11;N:3
38,A71EV2A-x0443a,x0443a,Cc1cn2ccccc2n1,,False,True,True,True,False,44.0785,87.5,38.5687,structures/x0443a/A71EV2A-x0443a,structures/x0443a/A71EV2A-x0443a/A71EV2A-x0443a_complex_ref.pdb,True,186071,2b9c958f4abb954f8254def706f550efe4a332cecd5abfda518bc972ecba7b11,structures/x0443a/A71EV2A-x0443a/A71EV2A-x0443a_prepared.pdb,True,171224,e546df2f11bf3143d97c70448e8bb153eaf41a88664fbb4203b442bc8866fd23,structures/x0443a/A71EV2A-x0443a/A71EV2A-x0443a_ligand_ref.sdf,True,972,c112cab37807b01c47c76e9433395d6c8a07896947bf321c7be416393b60252f,structures/x0443a/A71EV2A-x0443a/A71EV2A-x0443a_ligand_prepared.sdf,True,1636,0673afe63b2b068cc86bc57e94564dd8e1ba1a1db6b7f59402adf39db7c547d1,2225,2190,35,10,2112,2112,,,True,1,10,10,0,C:8;N:2,True,1,18,10,0,C:8;H:8;N:2
39,A71EV2A-x0446a,x0446a,CNC(=O)c1cnc(C)s1,,False,True,True,True,False,58.8307,68.4211,40.2526,structures/x0446a/A71EV2A-x0446a,structures/x0446a/A71EV2A-x0446a/A71EV2A-x0446a_complex_ref.pdb,True,96566,8c1df4eb3040a5c8835b07001374dca987afe29adf980f243af161636f81deb7,structures/x0446a/A71EV2A-x0446a/A71EV2A-x0446a_prepared.pdb,True,171224,ed829ca7175e78ad654614f808b6132d8040d6b72ce5302ba0280d13ac291adf,structures/x0446a/A71EV2A-x0446a/A71EV2A-x0446a_ligand_ref.sdf,True,959,e71fa9e9e125c4152cd0c3cae95f4291c657f2e3b1a6877e14d4e4ffb10fb3c0,structures/x0446a/A71EV2A-x0446a/A71EV2A-x0446a_ligand_prepared.sdf,True,1623,8f10b7596bdad59e35162611c953f09a5f98462e4d0b4c396a529e5a1d96a923,1122,1097,25,10,2112,2112,,,True,1,10,10,0,C:6;N:2;O:1;S:1,True,1,18,10,0,C:6;H:8;N:2;O:1;S:1
40,A71EV2A-x0450a,x0450a,CN(C)C(=O)c1ccc(F)cc1Br,,False,True,True,True,False,39.8928,93.75,37.3995,structures/x0450a/A71EV2A-x0450a,structures/x0450a/A71EV2A-x0450a/A71EV2A-x0450a_complex_ref.pdb,True,95513,3d2cec17fad38dc3d09337bdbaed29d5368a4890d4583a70997329f666cba59a,structures/x0450a/A71EV2A-x0450a/A71EV2A-x0450a_prepared.pdb,True,170009,951d917acb1de71b2910a2f8ff47fba0d86f94427aa1dd378160fc24ef0e718d,structures/x0450a/A71EV2A-x0450a/A71EV2A-x0450a_ligand_ref.sdf,True,1208,045da283c79db96a33f5ace9504a6d236d30f7177606b4b98bc4ed8f9cedaba5,structures/x0450a/A71EV2A-x0450a/A71EV2A-x0450a_ligand_prepared.sdf,True,1955,9f4cddf6eff10b4a6e636b4825b797a46af77a27ba2a075dbbfcd4e8887ddb4e,1108,1080,28,13,2097,2097,,,True,1,13,13,0,Br:1;C:9;F:1;N:1;O:1,True,1,22,13,0,Br:1;C:9;F:1;H:9;N:1;O:1
41,A71EV2A-x0451a,x0451a_x3066a,CNC(=O)c1cn(C)c2ccccc12,,False,True,True,True,False,50.2885,90,45.2596,structures/x0451a_x3066a/A71EV2A-x0451a,structures/x0451a_x3066a/A71EV2A-x0451a/A71EV2A-x0451a_complex_ref.pdb,True,100764,771d66a419e539c2878877fd6d2b58755f3b1455cb89196cd8d4d5104b1b9d2e,structures/x0451a_x3066a/A71EV2A-x0451a/A71EV2A-x0451a_prepared.pdb,True,171224,dd311e9d3c70c1015e8c95feab4932b06ec145bda3719f408d378b97fead1cc3,structures/x0451a_x3066a/A71EV2A-x0451a/A71EV2A-x0451a_ligand_ref.sdf,True,1304,52cc534aa903689cbbb38cfab9d3486346e5fd6566ee9d748b28c9151edc461f,structures/x0451a_x3066a/A71EV2A-x0451a/A71EV2A-x0451a_ligand_prepared.sdf,True,2300,60a917a94eb0900903b0ce457bda500fb998db3a4f665fd45ce342ba40ba65d3,1129,1089,40,14,2112,2112,,,True,1,14,14,0,C:11;N:2;O:1,True,1,26,14,0,C:11;H:12;N:2;O:1
42,A71EV2A-x0469a,x0469a,CC(C)N1CCN(c2ncccn2)CC1,,False,True,True,True,False,44.5684,83.3333,37.1403,structures/x0469a/A71EV2A-x0469a,structures/x0469a/A71EV2A-x0469a/A71EV2A-x0469a_complex_ref.pdb,True,99638,a912c261feb38e75b51ab3daf6cb431f2979f9eec351ce14025010f12c460998,structures/x0469a/A71EV2A-x0469a/A71EV2A-x0469a_prepared.pdb,True,171224,0c48f3765e310293c94e1bd5b50c570c01d54dafdbc49d92fb8cba26492afb38,structures/x0469a/A71EV2A-x0469a/A71EV2A-x0469a_ligand_ref.sdf,True,1387,fc03cef2af09391645c744ecde234a88d25c22f66903580320b4b911ef84992b,structures/x0469a/A71EV2A-x0469a/A71EV2A-x0469a_ligand_prepared.sdf,True,2982,13e7c7a51b6552bebc8c72b76c64c28965829016a9519e4d996193894096c94c,1156,1103,53,15,2112,2112,,,True,1,15,15,0,C:11;N:4,True,1,34,15,1,C:11;H:19;N:4
43,A71EV2A-x0473a,x0473a,O=S(=O)(NC1CCCC1)C1CCOCC1,,False,True,True,True,False,49.9945,61.5385,30.7658,structures/x0473a/A71EV2A-x0473a,structures/x0473a/A71EV2A-x0473a/A71EV2A-x0473a_complex_ref.pdb,True,99071,82099f2c774f26c0daebb7966ea0a2933bb2ff6f3460f3f128477a3e7e16927b,structures/x0473a/A71EV2A-x0473a/A71EV2A-x0473a_prepared.pdb,True,171224,7bedeb24506d9d4b8801204ca1a7e06fcd63ff94a21eb2f7310362e10ba2c6e0,structures/x0473a/A71EV2A-x0473a/A71EV2A-x0473a_ligand_ref.sdf,True,1387,18c7d48f2374e465d284aa6a242cc85e3dbe82b445ec9d36e66a31da548c4501,structures/x0473a/A71EV2A-x0473a/A71EV2A-x0473a_ligand_prepared.sdf,True,2964,4195a3ea6d563a574a1a27e65a21b6c38758869ec77dffbfb66635845e121602,1149,1103,46,15,2112,2112,,,True,1,15,15,0,C:10;N:1;O:3;S:1,True,1,34,15,0,C:10;H:19;N:1;O:3;S:1
44,A71EV2A-x0486a,x0486a,CN(C)C(=O)Cn1ncc2ccccc21,,False,True,True,True,False,78.7727,28.5714,22.5065,structures/x0486a/A71EV2A-x0486a,structures/x0486a/A71EV2A-x0486a/A71EV2A-x0486a_complex_ref.pdb,True,99476,56bf32e71aa5ea71a8a15a7aba30674c68aac589b36b76cfe468cda48cb0571a,structures/x0486a/A71EV2A-x0486a/A71EV2A-x0486a_prepared.pdb,True,171224,b8029d09fe56582234918f79965b3dca8040146674cac3d72c0a96d40a7d4e66,structures/x0486a/A71EV2A-x0486a/A71EV2A-x0486a_ligand_ref.sdf,True,1387,74751ec758c7d95f0519ec62bbf50daab1871193f4b8ce3ab80de4c34369b872,structures/x0486a/A71EV2A-x0486a/A71EV2A-x0486a_ligand_prepared.sdf,True,2466,d665f076bffdc7286bb3331d13f5382abb8625a2478f11ea1ce424fc75da40ae,1154,1103,51,15,2112,2112,,,True,1,15,15,0,C:11;N:3;O:1,True,1,28,15,0,C:11;H:13;N:3;O:1
45,A71EV2A-x0487a,x0487a,CC(=O)Nc1ccncc1C,,False,True,True,True,False,57.1501,95,54.2926,structures/x0487a/A71EV2A-x0487a,structures/x0487a/A71EV2A-x0487a/A71EV2A-x0487a_complex_ref.pdb,True,184775,429c9dba89e40861d968b13e6c8748886a82c749d4529b2d6f99947a482bb0e1,structures/x0487a/A71EV2A-x0487a/A71EV2A-x0487a_prepared.pdb,True,170009,465e6a36f76bf86cc3fd30ce5b7fdc8cc635bedf7f2c49e2f3b3c15e5466fd25,structures/x0487a/A71EV2A-x0487a/A71EV2A-x0487a_ligand_ref.sdf,True,1042,bdd95fefda71d23bbfbea0a1afb51b6fba99c635cba13893836f0d524a69c0ec,structures/x0487a/A71EV2A-x0487a/A71EV2A-x0487a_ligand_prepared.sdf,True,1872,fbc30a98314bb4bb5d208bcf6d034f18ac7a77c6b74b462b20f37a01547acc36,2209,2175,34,11,2097,2097,,,True,1,11,11,0,C:8;N:2;O:1,True,1,21,11,0,C:8;H:10;N:2;O:1
46,A71EV2A-x0488a,x0488a,O=c1ccncn1CCO,,False,True,True,True,True,54.1831,33.3333,18.061,structures/x0488a/A71EV2A-x0488a,structures/x0488a/A71EV2A-x0488a/A71EV2A-x0488a_complex_ref.pdb,True,99887,4282b550cc7e7a15ed7f0aa779769fb1c441d9c459c8982a93cb81e66b8bc649,structures/x0488a/A71EV2A-x0488a/A71EV2A-x0488a_prepared.pdb,True,171224,2756700024e15b64da475e1b1842f2c376bb935aa7e02cdd76c5dd21ad3f884b,structures/x0488a/A71EV2A-x0488a/A71EV2A-x0488a_ligand_ref.sdf,True,959,ae42469f5d00e1bb0dc08268774209c8b4fce8ee1f4c47f04453e53da4e8d0d6,structures/x0488a/A71EV2A-x0488a/A71EV2A-x0488a_ligand_prepared.sdf,True,1623,135217461f06001c38579308a5373ac8f6f00541dbab6064ba7a2bf1a6cf5432,1158,1114,44,10,2112,2112,,,True,1,10,10,0,C:6;N:2;O:2,True,1,18,10,0,C:6;H:8;N:2;O:2
47,A71EV2A-x0497a,x0497a,N#Cc1n[nH]c2ccccc12,,False,True,True,True,True,59.3678,25,14.8419,structures/x0497a/A71EV2A-x0497a,structures/x0497a/A71EV2A-x0497a/A71EV2A-x0497a_complex_ref.pdb,True,97862,42743d512cb93457071a58900f61a81f6ec76634ee682085fa2e8e35543c7ebe,structures/x0497a/A71EV2A-x0497a/A71EV2A-x0497a_prepared.pdb,True,171224,40b585e1f5a004aa1327ef2782d1e97d7ce4ee6777e14ed4302ed3c8f96e2a0c,structures/x0497a/A71EV2A-x0497a/A71EV2A-x0497a_ligand_ref.sdf,True,1055,6c9ecee5e4e4e8a8a5038a5a1b837c9ceeb602750d1041ca3b5e4957b5de8f81,structures/x0497a/A71EV2A-x0497a/A71EV2A-x0497a_ligand_prepared.sdf,True,1470,5b4e40a1d9b04b598ed9e437d83d47697146c3579e9ba2f15f236924760c3b88,1136,1099,37,11,2112,2112,,,True,1,11,11,0,C:8;N:3,True,1,16,11,0,C:8;H:5;N:3
48,A71EV2A-x0501a,x0501a_x0501b,COc1ccccc1-c1nnco1,,False,True,True,True,False,48.1745,95,45.7657,structures/x0501a_x0501b/A71EV2A-x0501a,structures/x0501a_x0501b/A71EV2A-x0501a/A71EV2A-x0501a_complex_ref.pdb,True,188339,2abf72ffca43b84a81936cce1d8acf0d211200f77c05fd7af37dd454a2488417,structures/x0501a_x0501b/A71EV2A-x0501a/A71EV2A-x0501a_prepared.pdb,True,171224,b30e6dffad47e53c8feee948fd03a6ec6216f778c75e9640613fcf60d7e222a0,structures/x0501a_x0501b/A71EV2A-x0501a/A71EV2A-x0501a_ligand_ref.sdf,True,1221,56f5c93ca6e99188cdc31b6e9f0bd4f3cf0bb557b058d56e072acfc995e3d09e,structures/x0501a_x0501b/A71EV2A-x0501a/A71EV2A-x0501a_ligand_prepared.sdf,True,1885,4cc5b5e4e5188d2adfde4bb1ad15e6a99b5d0dc5c977c9418c249005f6a17299,2251,2196,55,26,2112,2112,,,True,1,13,13,0,C:9;N:2;O:2,True,1,21,13,0,C:9;H:8;N:2;O:2
